target,layer,process,split_type,split_name,descriptor_family,model,best_cv_score,best_params,n_trials,status
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,topology_only,lgbm,0.34045245732821383,"{""objective"": ""regression"", ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geometry_plus_topology,ridge,0.9674048052034362,"{""alpha"": 0.1767016940294795}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geometry_plus_topology,rf,0.9828469600650082,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geometry_plus_topology,lgbm,0.984260505427888,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,rac_only,ridge,0.5778676960057516,"{""alpha"": 3.907967156822881}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,rac_only,rf,0.7753580707084633,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,rac_only,lgbm,0.8128194627611824,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geo_plus_rac,ridge,0.9805284475456708,"{""alpha"": 0.1767016940294795}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geo_plus_rac,rf,0.9909144656256931,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
CH4_65bar,A_raw_uptake,methane_storage_psa,random,random_seed_44,geo_plus_rac,lgbm,0.9942044671723331,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,ridge,0.27185479360465026,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,rf,0.5071410217622814,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,lgbm,0.47715107267526313,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,ridge,0.3534564787086639,"{""alpha"": 0.1767016940294795}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,rf,0.5703214557948701,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,lgbm,0.5379474099204078,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,ridge,0.23896971632040065,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,rf,0.20976455689764106,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,lgbm,0.19620662137999967,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,ridge,0.42069302775112094,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,rf,0.6181164619142206,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,lgbm,0.6045058492765532,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,ridge,0.33399241956963344,"{""alpha"": 4.0428727350273315}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,rf,0.6213537739519723,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,lgbm,0.6114460582823459,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,ridge,0.5101128672843358,"{""alpha"": 0.1767016940294795}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,rf,0.7696993600187902,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,lgbm,0.8066611660454934,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,ridge,0.46245610561941697,"{""alpha"": 506.1576888752306}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,rf,0.7143177357936357,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,lgbm,0.698753127179352,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,ridge,0.5517238488640936,"{""alpha"": 0.1767016940294795}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,rf,0.7523586303989286,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,lgbm,0.74122493154963,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,ridge,0.3969714654126718,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,rf,0.3867632207623187,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,lgbm,0.38961517250809563,"{""objective"": ""regression"", ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,ridge,0.6232751764612855,"{""alpha"": 0.1767016940294795}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,rf,0.7955257503458213,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,lgbm,0.7907927353269998,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,ridge,0.5073029097502477,"{""alpha"": 3.907967156822881}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,rf,0.7415460852305007,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,lgbm,0.7476182838670744,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,ridge,0.7296619398504651,"{""alpha"": 0.008632008168602538}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,rf,0.8885498642219313,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,lgbm,0.912209256270493,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,ridge,0.16855735622391443,"{""alpha"": 506.1576888752306}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,rf,0.29392057843091335,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,lgbm,0.2877679491345061,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,ridge,0.2159735966951596,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,rf,0.5528010498845547,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,lgbm,0.5766729912669524,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,ridge,0.1153781627840379,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,rf,0.09904039850749158,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,lgbm,0.10784604173770307,"{""objective"": ""regression"", ""n_estimators"": 500, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 6, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,ridge,0.30055930685925014,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,rf,0.6380201700489263,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,lgbm,0.6299940723539618,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 6, ""min_child_samples"": 50, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,ridge,0.30376688327683044,"{""alpha"": 4.0428727350273315}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,rf,0.4884680630048488,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,lgbm,0.5156472829910221,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,ridge,0.4252607504031022,"{""alpha"": 17.71884735480682}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,rf,0.6556422946486108,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,lgbm,0.6849129607830929,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,ridge,0.427943738855569,"{""alpha"": 506.1576888752306}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,rf,0.5902901533831838,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_only,lgbm,0.57085453472362,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,ridge,0.4853456717721396,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,rf,0.7053749629982696,"{""n_estimators"": 200, ""max_depth"": 14, ""min_samples_leaf"": 2, ""max_features"": 0.75}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,enriched_interpretable,lgbm,0.6801565425796494,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,ridge,0.18518610002443148,"{""alpha"": 0.002231010801867922}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,rf,0.16019354188973534,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,topology_only,lgbm,0.17337597319199904,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,ridge,0.5655876974128311,"{""alpha"": 0.008632008168602538}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,rf,0.7566358095879597,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geometry_plus_topology,lgbm,0.7539744122981346,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 6, ""min_child_samples"": 50, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,ridge,0.4184628344435304,"{""alpha"": 4.0428727350273315}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,rf,0.622425791225359,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,rac_only,lgbm,0.6414797610248901,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,ridge,0.6553780601593424,"{""alpha"": 17.71884735480682}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,rf,0.8337255339207293,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,random,random_seed_44,geo_plus_rac,lgbm,0.842565117495551,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_only,ridge,0.4882274613909613,"{""alpha"": 506.1576888752306}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_only,rf,0.7342263725868415,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_only,lgbm,0.7194808976561737,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,enriched_interpretable,ridge,0.5688255954852026,"{""alpha"": 0.1767016940294795}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,enriched_interpretable,rf,0.7692794313250461,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,enriched_interpretable,lgbm,0.7622082452224269,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,topology_only,ridge,0.42992509953299085,"{""alpha"": 0.1767016940294795}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,topology_only,rf,0.4217684146194113,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,topology_only,lgbm,0.42473865159223545,"{""objective"": ""regression"", ""n_estimators"": 500, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 6, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_plus_topology,ridge,0.6456628093107879,"{""alpha"": 0.1767016940294795}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_plus_topology,rf,0.8120753083051385,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geometry_plus_topology,lgbm,0.8078982197283288,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,rac_only,ridge,0.5473423712762828,"{""alpha"": 0.008632008168602538}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,rac_only,rf,0.767151182403121,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,rac_only,lgbm,0.7689281550369881,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",10,ok
precomb_CO2_0.4bar,A_raw_uptake,pre_combustion_psa,random,random_seed_44,geo_plus_rac,ridge,0.7578174948021166,"{""alpha"": 0.002231010801867922}",10,ok
