target,layer,process,gas,gas_pair,unit,target_transform,split_type,split_name,descriptor_family,model,n_train,n_test,n_numeric,n_categorical,params,elapsed_s,status,error,r2,mae,rmse,spearman,pearson,bias
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,ridge,204751,51188,6,0,"{""alpha"": 0.002231010801867922}",0.687,ok,,0.429981209074921,0.8218052068246974,1.0781059906020598,0.6831884986081326,0.6557460760901133,0.0020263905029896533
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,rf,204751,51188,6,0,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 8, ""max_features"": 1.0}",3.311,ok,,0.7188268647238827,0.5453148467160243,0.7571881083420933,0.8532256415965824,0.8483209243431028,0.002711686084020128
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,lgbm,204751,51188,6,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",4.734,ok,,0.7153024048934387,0.5540782511895004,0.7619189447546661,0.8497365516989953,0.8458677973249707,-0.0004742418433080206
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,ridge,204751,51188,29,0,"{""alpha"": 4.0428727350273315}",1.409,ok,,0.5396053215386892,0.7305950839137458,0.9689068370596935,0.750679880536279,0.7345869020046807,0.0018608439841035814
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,rf,204751,51188,29,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",14.588,ok,,0.754100935502651,0.5086046145918696,0.708101168717924,0.873235171044829,0.8694339757226126,0.0011963843523477697
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,lgbm,204751,51188,29,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",6.998,ok,,0.76498392476982,0.5013961828716968,0.6922542928060366,0.8775912862596216,0.8748287938079293,-0.0040830189606428
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,ridge,204751,51188,0,1,"{""alpha"": 3.907967156822881}",0.993,ok,,0.3983127422890821,0.8518591368273373,1.1076493068857898,0.639567206885623,0.6311930364919941,-0.0013648958693662802
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,rf,204751,51188,0,1,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",36.897,ok,,0.3958399717011055,0.8541323841730849,1.109923041507186,0.6380788464420529,0.6292199391710177,-0.0017587629009293137
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,lgbm,204751,51188,0,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",3.516,ok,,0.3965070564662345,0.8526971155277495,1.1093101101547196,0.6386830127886843,0.6297378698259238,-0.0014098801092961518
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,ridge,204751,51188,29,1,"{""alpha"": 0.1767016940294795}",1.847,ok,,0.6349565275633435,0.6495249306512864,0.8627583405024205,0.8087758168674214,0.7968485649640981,0.004263995097904056
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,rf,204751,51188,29,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",96.923,ok,,0.8104974743075148,0.44529775966679214,0.6216191343909087,0.8995789287896876,0.9007232675284366,0.0026061635846758484
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,lgbm,204751,51188,29,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",7.606,ok,,0.814721871660988,0.4444518883821015,0.6146515064497265,0.9033295446304741,0.9027227523594139,-0.0018717542345098514
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,ridge,204751,51188,146,0,"{""alpha"": 0.008632008168602538}",5.779,ok,,0.6331911392564304,0.6513398228924688,0.8648420189796604,0.8197606707544591,0.7957531200252309,-0.007590192046410226
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,rf,204751,51188,146,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",105.974,ok,,0.7993730497025148,0.44859865307407254,0.639604497210936,0.9007443124298484,0.8945489341790852,0.0005787606857199241
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,lgbm,204751,51188,146,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",26.631,ok,,0.8023206173265305,0.44569016317717236,0.6348886468077475,0.9037846552653878,0.8958741378739228,-0.005789818176875691
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,ridge,204751,51188,175,0,"{""alpha"": 0.1767016940294795}",6.712,ok,,0.8082067603118119,0.461689048109381,0.6253649268646444,0.9184313028668569,0.8990045471785304,-0.0021799882827937753
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,rf,204751,51188,175,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",138.758,ok,,0.9161633615372882,0.2893185072151324,0.4134602864038773,0.9598640584171579,0.9579866094388719,0.0032290410466677692
CH4_5.8bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,lgbm,204751,51188,175,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",38.748,ok,,0.9449341676030548,0.2386905403828234,0.33508730701068634,0.9732844924774035,0.9720987608153704,-0.0030607966068103903
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,ridge,204751,51188,6,0,"{""alpha"": 17.71884735480682}",0.665,ok,,0.9236019026036733,1.3096807970211448,1.8283791133890879,0.9702144060652688,0.9610489389215581,0.0176963034611197
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,rf,204751,51188,6,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",5.591,ok,,0.9786071738071842,0.7047782670698107,0.967518017254609,0.9898230624335927,0.9892560492102531,-0.002322628183946289
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_only,lgbm,204751,51188,6,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",4.581,ok,,0.9774397441843908,0.7228802946473161,0.9935666140065217,0.989620413672476,0.9886556065927721,-0.0012524080732632776
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,ridge,204751,51188,29,0,"{""alpha"": 0.1767016940294795}",1.352,ok,,0.9631123936361077,0.9413776232220146,1.2704723487899716,0.983989729765647,0.9813856134923385,0.004646647165402953
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,rf,204751,51188,29,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",16.456,ok,,0.9815518734491804,0.6522662268784916,0.8984648981603445,0.9911114417845751,0.9907365059304005,-0.005936411758180082
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,enriched_interpretable,lgbm,204751,51188,29,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",6.547,ok,,0.9821112032898424,0.6478399568567088,0.8847397588898579,0.9913215356023068,0.9910156333515099,-0.005791397034344579
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,ridge,204751,51188,0,1,"{""alpha"": 0.1767016940294795}",0.922,ok,,0.34166932656182114,4.195827342486168,5.3671906853765465,0.5634854499837043,0.5847373051392691,0.04170932166306113
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,rf,204751,51188,0,1,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",45.151,ok,,0.31806216351471617,4.253189125298967,5.462574507019948,0.547338550172905,0.5640700033484182,0.03815514005833369
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,topology_only,lgbm,204751,51188,0,1,"{""objective"": ""regression"", ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 0.1, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",1.613,ok,,0.3362688040892803,4.209487580661673,5.389160215866902,0.5593677192644184,0.5800652474423224,0.03854708015859806
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,ridge,204751,51188,29,1,"{""alpha"": 0.1767016940294795}",1.834,ok,,0.9663809756137886,0.8963307861037961,1.2128791572915036,0.9853954807609314,0.9830501886222432,0.006240188265790127
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,rf,204751,51188,29,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",107.227,ok,,0.9830169533375834,0.6209894352369215,0.8620506453782527,0.9920415407157954,0.9914744325553313,-0.004901611472689296
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geometry_plus_topology,lgbm,204751,51188,29,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",7.089,ok,,0.9844568825048775,0.6035748900649638,0.8246962976793366,0.9924593460547848,0.9921981134322565,-0.0028867826101271095
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,ridge,204751,51188,146,0,"{""alpha"": 0.1767016940294795}",5.597,ok,,0.577015318233721,3.160620932739427,4.30216734816364,0.7781456621472114,0.7597543978058782,0.0213556506962375
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,rf,204751,51188,146,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",101.168,ok,,0.783634002611407,2.1649730969896095,3.0769432432628805,0.8827907863501405,0.8863315075165841,0.026213638769940928
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,rac_only,lgbm,204751,51188,146,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",29.3,ok,,0.8174105363002193,1.9880383874988292,2.8265901186936238,0.8997156074455026,0.9043876291505503,-0.0005162436588926577
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,ridge,204751,51188,175,0,"{""alpha"": 0.1767016940294795}",6.725,ok,,0.9805135439574243,0.6860438738991773,0.9234032759630773,0.9912570944105433,0.9902091344573725,-0.0010513724766023419
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,rf,204751,51188,175,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",148.664,ok,,0.9910682329445811,0.45945642823676197,0.6251635862876838,0.9952912435859336,0.9955311461518723,0.0019993522829430325
CH4_65bar,A_raw_uptake,methane_storage_psa,CH4,,mmol/g,none,random,random_seed_42,geo_plus_rac,lgbm,204751,51188,175,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",37.467,ok,,0.9941450817318679,0.375842981552848,0.5061571759351619,0.9970187351893258,0.997068977708577,-0.007526287134183659
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,ridge,204751,51188,6,0,"{""alpha"": 506.1576888752306}",0.649,ok,,0.2764017488270265,0.09946711311672288,0.2097603720036463,0.6891863784919849,0.525744151731749,0.00047743908398002136
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,rf,204751,51188,6,0,"{""n_estimators"": 100, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",2.819,ok,,0.5139851031677295,0.06731597985267726,0.17190934309354838,0.8363265211968184,0.717003902098984,0.001281955057691928
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,lgbm,204751,51188,6,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",4.421,ok,,0.4783377544449001,0.07053726487267185,0.178102244875767,0.8191326805913184,0.6917088378290713,0.00035859403275895733
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,ridge,204751,51188,29,0,"{""alpha"": 0.008632008168602538}",1.383,ok,,0.35061999517953235,0.08537619132404078,0.19871202371467364,0.7254074677231733,0.5921634901988998,2.0079280499747692e-05
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,rf,204751,51188,29,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",13.985,ok,,0.5801089950515359,0.06277739561401274,0.15978756398529897,0.8476499813440123,0.7620776629536397,0.0015889850411647806
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,lgbm,204751,51188,29,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",5.443,ok,,0.52484763622505,0.06695041031046173,0.1699773825489965,0.8244600603317169,0.7244832028127176,0.000270794932119784
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,ridge,204751,51188,0,1,"{""alpha"": 0.002231010801867922}",0.925,ok,,0.23104222177197575,0.0972099297123835,0.2162349735146526,0.6542405874793602,0.4808016571977064,0.0007372529951734149
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,rf,204751,51188,0,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",89.487,ok,,0.20550270965712658,0.09884712194187005,0.2197965647518013,0.6161466121819453,0.4533630577193183,0.0005984451699456859
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,lgbm,204751,51188,0,1,"{""objective"": ""regression"", ""n_estimators"": 500, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 6, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",1.932,ok,,0.20253157121459686,0.09834203510374175,0.2202071618864545,0.6458334999797158,0.4501172288243273,0.0008062750113886147
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,ridge,204751,51188,29,1,"{""alpha"": 0.1767016940294795}",1.821,ok,,0.4155517846728376,0.08126505895345547,0.18851577971046793,0.7521502136825481,0.6446540493648703,0.0004041233132197648
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,rf,204751,51188,29,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",121.463,ok,,0.6340493239810223,0.05657896692376235,0.14917153789914553,0.8661303376924123,0.7968072829202264,0.0006938289167610987
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,lgbm,204751,51188,29,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",6.543,ok,,0.6181113405125285,0.05948365144256326,0.15238529887949698,0.8528872448880581,0.7864900341236327,-0.00039022709549918196
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,rac_only,ridge,204751,51188,146,0,"{""alpha"": 3.907967156822881}",5.552,ok,,0.3348675786957359,0.09372870091754877,0.2011077231276352,0.6886303030802714,0.578746856049582,0.0002496166334752187
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,rac_only,rf,204751,51188,146,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",73.124,ok,,0.639380650486481,0.062181166941756766,0.14808095380952013,0.8138710865198336,0.8002847664669918,0.0003425628979150735
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,rac_only,lgbm,204751,51188,146,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",23.446,ok,,0.6313204060015876,0.06416819507217637,0.14972669578676728,0.8128135650526117,0.7951185174201337,-0.0001003010399221752
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geo_plus_rac,ridge,204751,51188,175,0,"{""alpha"": 0.008632008168602538}",6.766,ok,,0.5110813421070217,0.07885402622907747,0.17242212600297308,0.7938844255395473,0.7149008767339057,-0.0003206884747442107
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geo_plus_rac,rf,204751,51188,175,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",117.165,ok,,0.7951021327486896,0.04261542920787254,0.1116203575215358,0.9141027113109346,0.8930489565873357,-8.68897871732696e-05
postcomb_CO2_0.015bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geo_plus_rac,lgbm,204751,51188,175,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",27.752,ok,,0.8159905692989018,0.04218614173809665,0.10577784893941719,0.9104865945162715,0.9036624317230855,-0.0005677809467766886
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,ridge,204751,51188,6,0,"{""alpha"": 157.41890047456639}",0.634,ok,,0.4608467228360692,0.49045058618922593,0.7372886499872106,0.800475132691147,0.6788584244866901,0.0013176486093935617
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,rf,204751,51188,6,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",5.177,ok,,0.725269556840132,0.3045499941898311,0.5263017535157536,0.8891688404003456,0.8518224413368074,0.004853515421573663
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_only,lgbm,204751,51188,6,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",4.541,ok,,0.7063902037097696,0.3181447447754261,0.5440849268217125,0.8780660115601189,0.8404859877969435,0.0017314496671543616
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,ridge,204751,51188,29,0,"{""alpha"": 0.002231010801867922}",1.338,ok,,0.5484447090860545,0.4233643974510511,0.6747406750426583,0.8044450062981259,0.740584504147594,0.0003486337152156084
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,rf,204751,51188,29,0,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",14.977,ok,,0.7626601821507983,0.28203938193821754,0.489177784746753,0.9003811137820547,0.8737154090087058,0.00454580688321934
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,enriched_interpretable,lgbm,204751,51188,29,0,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",6.504,ok,,0.7493755049137978,0.2925289509385076,0.5026818227099169,0.8900469795641593,0.8657736475081567,0.0008789040542983202
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,ridge,204751,51188,0,1,"{""alpha"": 0.1767016940294795}",0.925,ok,,0.3949072066412066,0.5110198890772895,0.7810744180267949,0.6749181077738712,0.6284750063862308,0.0023266702202092916
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,rf,204751,51188,0,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",84.011,ok,,0.38579033190668555,0.5171282871742414,0.7869366057726022,0.6571552432075004,0.6211378904623239,0.002327693160414079
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,topology_only,lgbm,204751,51188,0,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.08, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 200, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",3.344,ok,,0.3889485938050341,0.5137162078267516,0.7849107869163438,0.6696140180564409,0.6237173412256722,0.0024471092727084104
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,ridge,204751,51188,29,1,"{""alpha"": 0.1767016940294795}",1.849,ok,,0.6199780312706046,0.3783908102790204,0.6189930536629547,0.8392216832560785,0.7874170142979968,0.002738234724097607
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,rf,204751,51188,29,1,"{""n_estimators"": 200, ""max_depth"": 18, ""min_samples_leaf"": 4, ""max_features"": 0.5}",109.332,ok,,0.8054659632275816,0.2507453158645565,0.4428730193890584,0.9150086854585204,0.8977576142694919,0.0033889269262990813
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,CO2,,mmol/g,none,random,random_seed_42,geometry_plus_topology,lgbm,204751,51188,29,1,"{""objective"": ""regression"", ""n_estimators"": 800, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 10, ""min_child_samples"": 100, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_lambda"": 5.0, ""random_state"": 42, ""n_jobs"": 11, ""verbosity"": -1}",7.339,ok,,0.7988772536448707,0.2587755902990103,0.4503104433547043,0.9094588582666403,0.8939274481797423,-0.000580042125180342
