target,layer,process,descriptor_family,r2_mean,r2_std,r2_sem,r2_count,spearman_mean,spearman_std,mae_mean,mae_std,rmse_mean,rmse_std
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,geometry_only,0.27096906131728116,0.18315685210078514,0.09157842605039257,4,0.6944536207664425,0.04222581805132563,0.46413786961842446,0.25812564970998253,0.7296883965717438,0.2844364260086161
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,geometry_plus_topology,0.3415973127104269,0.22375010195570513,0.11187505097785257,4,0.7191369683889421,0.03989074283673234,0.41236643158576275,0.17542019472650602,0.6721532422499179,0.18139767359359876
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,rac_only,-0.9332676429083215,0.9957442259676212,0.4978721129838106,4,0.38204024679280074,0.15400576185674386,0.9161962142959559,0.31811614490095613,1.1342220753372816,0.34702380072552425
postcomb_CO2_0.15bar,A_raw_uptake,post_combustion_vsa,topology_only,-0.33312571048977835,0.3426242608076348,0.1713121304038174,4,,,0.760341986795823,0.34596665686659284,0.9947569955518356,0.43635773584421095
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,enriched_interpretable,0.05568143958668153,0.23217131726748746,0.11608565863374373,4,0.5910840053837951,0.12929885934582572,0.0052974567265910745,0.0012989180459401183,0.01253863337271805,0.00520864884867736
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,geo_plus_rac,-0.3139654152066338,1.1402345205182836,0.5701172602591418,4,0.6702723997898552,0.11074183165039192,0.00689988651054735,0.004040526913586716,0.01324079098972175,0.004707643115253818
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,geometry_only,0.047625976841697074,0.2815613267482044,0.1407806633741022,4,0.5897986880824818,0.13597276994427546,0.0053314362559425,0.0013241200513309144,0.012587690904576926,0.0054151959458529995
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,geometry_plus_topology,0.15642451596966483,0.17386061418624132,0.08693030709312066,4,0.6063461162544498,0.16250924456013713,0.004629233052632725,0.0009272329165149531,0.011931843786394426,0.005182669933828032
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,rac_only,-0.14843416720531719,0.1908032354753621,0.09540161773768105,4,0.5121028475288709,0.07861205497218254,0.0061623472607808495,0.0019406475991181006,0.013637757660752625,0.004298006951222295
postcomb_N2_0.075bar,A_raw_uptake,post_combustion_vsa,topology_only,-0.32720660354342657,0.3544416576071379,0.17722082880356896,4,,,0.008263908063752524,0.0012976520214299594,0.014464613291447775,0.004287188944354606
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,enriched_interpretable,0.3283726173764123,0.26644728831312153,0.13322364415656077,4,0.7735377364991533,0.04378176850806914,0.021688146288689723,0.005477015720308203,0.039381344951475376,0.01006338619109173
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,geo_plus_rac,0.575553760036604,0.11647896602111565,0.05823948301055783,4,0.8429878239788124,0.04822577911212451,0.019343829337839725,0.003934178619962123,0.031803017409551,0.008856410940503136
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,geometry_only,0.3316187234780751,0.2597700129206444,0.1298850064603222,4,0.7685270099781706,0.04648786433162222,0.021587102154351823,0.005244771215567082,0.039378037269171426,0.010395623752724285
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,geometry_plus_topology,0.4578215610097874,0.13689329077915055,0.06844664538957528,4,0.779616908415,0.0539057526066349,0.018092973834694,0.002961295866121435,0.03575776392174132,0.008857925565350068
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,rac_only,0.04159096005729501,0.3331566887230588,0.1665783443615294,4,0.6187839432674679,0.04034536887494227,0.031053736675331747,0.009273574610281663,0.046818640561463225,0.009009156767725969
postcomb_N2_0.75bar,A_raw_uptake,post_combustion_vsa,topology_only,-0.33447105653091846,0.2975749676603398,0.1487874838301699,4,,,0.039628577471862624,0.005453027971696893,0.0557625327807903,0.010107078620683725
